actorId,actorName
0546530,Tomislav Maretic
0000446,Mariel Hemingway
0293422,J.E. Freeman
0000494,Robert Sean Leonard
0360796,Gale Hansen
0001684,Katharine Ross
0200122,William Daniels
0358069,Murray Hamilton
0130407,Joseph Calleia
0001594,Anne Parillaud
0244019,Marc Duret
0284938,Patrick Fontana
1016405,Alain Lathière
0156007,Laura Chéron
0232019,James Donald
0000733,Anouk Aimée
0590452,Sandra Milo
0266194,Rossella Falk
0001379,John Huston
0520164,Perry Lopez
0384916,John Hillerman
0719692,Michael Rennie
0549280,Hugh Marlowe
0336474,Billy Gray
0404158,Walter Huston
0392529,Tim Holt
0071636,Bruce Bennett
0693361,Terry Potter
0641402,Pete O'Herne
0807773,Craig Smith
0591207,Mike Minett
0001392,Peter Jackson
2580347,The Marx Brothers
0000050,Groucho Marx
0555617,Harpo Marx
0555597,Chico Marx
0555688,Zeppo Marx
0001773,David Ogden Stiers
0805164,Demian Slade
0828766,Scooter Stevens
0001167,Shelley Duvall
0515950,Danny Lloyd
0625167,Barry Nelson
0000696,Wil Wheaton
0000203,River Phoenix
0000397,Corey Feldman
0927145,Ellen Widmann
0484737,Inge Landgut
0921532,Otto Wernicke
0519765,Theodor Loos
0077670,Sarah Berry
0382830,Dan Hicks
0219990,Kassie Wesley DePaiva
0001646,Ted Raimi
0000537,Steve McQueen
0029268,Frédéric Andréi
0078109,Roland Bertin
0201462,Gérard Darmon
0220650,Chantal Deruaz
0864997,Stephen Tobolowsky
0941316,Jaimz Woolvett
0000069,Frank Sinatra
0002131,Laurence Harvey
0798328,Henry Silva
0006603,Anthony Luke Lucero
0738850,Andy Romano
0857210,Keith Stuart Thayer
0689424,Cheryl Pollak
0150170,Jeff Chamberlain
0485509,Priscilla Lane
0000670,Lea Thompson
0001855,Tom Wilson
0001807,Cicely Tyson
0950079,Stephen Young
0835021,Michael Strong
0517444,Carey Loftin
0001823,Tom Waits
0527099,John Lurie
0000905,Roberto Benigni
0000971,Nicoletta Braschi
0412628,Mitsuo Iwata
0765815,Nozomu Sasaki
0468708,Mami Koyama
0312656,Tesshô Genda
0960022,Hiroshi Ôtake
0366509,Roxanne Hart
0249622,Beatie Edney
0134201,J.D. Cannon
0031398,Lou Antonio
0238105,Robert Drivas
0110507,Anne Brochet
0916616,Jacques Weber
0001204,Marty Feldman
0266170,Lisanne Falk
0778804,Alan Randolph Scott
0692390,Anthony Portillo
0372078,Saifei He
0530864,Jingwu Ma
0134862,Cuifen Cao
0702629,Qi Zhao
0000122,Charles Chaplin
0642988,Jack Oakie
0306786,Reginald Gardiner
0199787,Henry Daniell
0317970,Billy Gilbert
0852252,Deems Taylor
0831439,Leopold Stokowski
1727756,The Philadelphia Orchestra
0000370,Walt Disney
0432827,Katy Jurado
0725891,John Ridgely
0896015,Martha Vickers
0540416,Dorothy Malone
0907947,Kim Walker
0005412,Jane Seymour
0942863,Teresa Wright
0259984,Bill Erwin
0361823,Haya Harareet
0000963,Stephen Boyd
0341518,Hugh Griffith
0001661,Rob Reiner
0834571,Kimberly Stringer
0231551,Chazz Dominguez
0356098,Shari Hall
0663198,R.J. Parnell
0000799,Edward Asner
0070232,Pat Benatar
0113831,Jerry Brown
0001992,Johnny Carson
0147118,Dick Cavett
0001186,Denholm Elliott
0233145,Alison Doody
0246004,Richard Dysart
0368990,Rohini Hattangadi
0786022,Roshan Seth
0000298,Candice Bergen
0002081,Edward Fox
0000565,Lena Olin
0513190,Derek de Lint
0430746,Erland Josephson
0672769,Stacy Peralta
0011937,Daniel Ades
0043686,Andres Aybar
0316080,Louis Giambalvo
0491590,Ed Lauter
0002097,Bob Geldof
0362959,Christine Hargreaves
0491190,James Laurenson
0202870,Eleanor David
0571634,Kevin McKeon
0628955,Haing S. Ngor
0005266,Craig T. Nelson
0321764,Anton Glanzelius
0902059,Tomas von Brömssen
0509258,Anki Lidén
0455688,Melinda Kinnaman
0750220,Kicki Rundgren
0682074,Walter Pidgeon
0004282,Anne Francis
0828838,Warren Stevens
0446438,Jack Kelly
0001496,Amy Madigan
0000323,Michael Caine
0006762,Saeed Jaffrey
0488015,Larbi Doghmi
0077669,Sam Berry
0926919,Bernhard Wicki
0167467,Aurore Clément
0265989,Pietro Falcone
0878090,Enzo Turrin
0650849,Chick Ortega
0593306,Eddy Mitchell
0456124,Bruno Kirby
0285885,Steven Ford
1356981,7 Year Bitch
0013155,Valerie M. Agnew
2889070,Carrie Akre
0024610,Jeff Ament
2794841,Dawn Anderson
0004920,Frances Fisher
0675730,Sean Pertwee
0348222,Peter Gunn
0323093,Brian Glover
0067643,Joe Belcher
0622544,David Naughton
0001162,Griffin Dunne
0774516,David Schofield
0532685,Stephen Macht
0915764,Shawn Weatherly
0552125,Damon Martin
0002128,Tess Harper
0431451,Robert Joy
0163748,Candy Clark
0063619,John Beal
0859450,Robin Thomas
0028299,Starr Andreeff
0193896,Allen Cutler
0242068,Rachel Duncan
0502044,Jarrett Lennon
0664061,Ross Partridge
0630100,Julia Nickson
0806080,Lala Sloatman
0397135,Barbara Howard
0647921,James Olson
0949350,Burt Young
0017377,Rutanya Alda
0536214,Jack Magner
0697785,Andrew Prine
0452288,Margot Kidder
0835144,Don Stroud
0927842,Dawna Wightman
0400647,Helen Hughes
0825435,David Stein
0747961,Anthony Dean Rubes
0198072,Joe Dallesandro
0001120,Vittorio De Sica
0571317,Maxime McKendry
0432016,Arno Jürging
0048554,Jay Baker
0055270,Pat Barlow
0077615,Lloyd Berry
0286033,Deborah Foreman
0329301,Deborah Goodrich
0842630,Susan Swift
0516093,Norman Lloyd
0001726,Helen Shaver
0189172,Harley Cross
0933361,Elizabeth Wilson
0001792,Rod Taylor
0687189,Suzanne Pleshette
0001335,Tippi Hedren
0181080,Aneta Corsaut
0746505,Earl Rowe
0398250,Olin Howland
0153679,Stephen Chase
0400267,David Huffman
0384494,Marianna Hill
0768334,John Saxon
0949935,Otis Young
0317369,Stefan Gierasch
0242026,Lindsay Duncan
0001126,Kim Delaney
0596310,Zakes Mokae
0000374,Brad Dourif
0000472,Boris Karloff
0041138,Edith Atwater
0905505,Russell Wade
0166972,Colin Clive
0387753,Valerie Hobson
0857658,Ernest Thesiger
0001657,Oliver Reed
0373012,Eileen Heckart
0599837,Lee Montgomery
0865302,Tony Todd
0004539,Vanessa Williams
0000917,Polly Bergen
0552700,Lori Martin
0000651,Sissy Spacek
0001388,Amy Irving
0001411,William Katt
0001578,Annette O'Toole
0002039,Ruby Dee
0086867,Ronee Blakley
0944143,Amanda Wyss
0006987,Jsu Garcia
0775180,Max Schreck
0903194,Gustav von Wangenheim
0775659,Greta Schröder
0774114,Georg H. Schnell
0485146,Ruth Landshoff
0001428,Klaus Kinski
0211281,Barbara De Rossi
0903901,Yorgo Voyagis
0460618,Anne Knecht
0041632,Elvire Audray
0001665,Lee Remick
0925794,Billie Whitelaw
0827032,Harvey Stephens
0000659,Barbra Streisand
0001833,Emily Watson
0001745,Stellan Skarsgård
0712628,Adrian Rawlins
0262528,Anais Evans
0026687,Erich Anderson
0001691,Geoffrey Rush
0104051,Justin Braine
0865286,Sonia Todd
0371824,Chris Haywood
0706162,Alex Rafalowicz
0948267,Dwight Yoakam
0000615,John Ritter
0085407,Lucas Black
0001066,Robert Conrad
4979242,Tony Brooks
4979294,Diana Davis
4979648,Terry Wood
4979456,Dick Clay
4979771,Jenna Newton
0075650,Charles Berling
0734000,Jean Rochefort
0002105,Judith Godrèche
0320808,Bernard Giraudeau
0491402,Hugh Laurie
0626259,Franco Nero
0000638,William Shatner
0000559,Leonard Nimoy
0001420,DeForest Kelley
0001150,James Doohan
0001786,George Takei
0000479,Walter Koenig
0001284,Michael Gough
0000556,Olivia Newton-John
0001063,Jeff Conaway
0669046,Barry Pearl
0001028,Maxwell Caulfield
0005167,Lorna Luft
0853808,Maureen Teefy
0696776,Alison Price
0908534,Basil Wallace
0942875,Tom Wright
0001586,Joanna Pacula
0263283,Troy Evans
0572033,David McKnight
0385998,Lee Hinton
0001702,Roy Scheider
0308882,Lorraine Gary
0556217,Joseph Mascolo
0469552,Jeffrey Kramer
0000787,Bess Armstrong
0531546,Simon MacCorkindale
0001283,Louis Gossett Jr.
0003289,John Putch
0000979,Wilford Brimley
0001436,Swoosie Kurtz
0005316,Mary Kay Place
0000593,Kelly Preston
0934254,Trey Wilson
0001347,Barbara Hershey
0310890,Jackie Gayle
0549992,Jo Marr
0380912,Gary Hershberger
0001627,Sidney Poitier
0005164,Lyle Lovett
0540441,Jena Malone
0040015,Mackenzie Astin
0825784,Margot Steinberg
13422947,Alan Bennett
0479925,Ingrid Lacey
0002025,Hume Cronyn
0860749,Susanna Thompson
0431918,Mike Judge
0094789,Sandrine Bonnaire
0000302,Jacqueline Bisset
0413996,Roger Jackson
0909384,Kevin Patrick Walls
0095673,David Booth
0368938,Carla Hatley
0575184,Russell Means
0562003,Jodhi May
0007825,Rizz Abbasi
0086225,David Blair
0001217,Fionnula Flanagan
0318821,Aidan Gillen
0641244,David O'Hara
0917190,Ann Wedgeworth
0610161,Benjamin Mouton
0172598,Paul Collins
0917281,Laura Weekes
0194759,Laurence Côte
0044865,Fabienne Babe
0619700,Jimmy Nail
0839777,Victoria Sus
0000256,Jenny Agutter
0736312,Luc Roeg
0347858,David Gulpilil
0576851,John Meillon
0567460,Robert McDarra
0073137,Daniel Benzali
0449044,Danny Keogh
0787570,Patrick Shai
0781066,Seputla Sebogodi
0642598,Brian O'Shaughnessy
0717979,Dick Reineke
0179196,Ronnie Corbett
0000599,Kathleen Quinlan
0573267,Dawn McMillan
0322407,Brendan Gleeson
0295506,Colin Friels
0299028,Deborra-Lee Furness
0200839,Daniel Daperis
0514944,Jackson Lou
0938925,Annie Wu
3679454,Yuriy Petrov
0084114,Larry Bishop
0644902,Soon-Tek Oh
0594540,Kim Miyori
0262543,Art Evans
0139364,James Carpenter
0731720,Andrew Robertson
0001250,Charlotte Gainsbourg
0183553,Alice Coulthard
0083607,Ned Birkin
0284158,Jeremy Foley
0001098,Rodney Dangerfield
0571601,Rita McKenzie
0171513,Margaret Colin
0001467,Jared Leto
0005227,Breckin Meyer
0005226,Debra Messing
0006664,Zdenek Sverák
0149936,Andrey Khalimon
0755941,Libuse Safránková
0895384,Ondrej Vetchý
0959184,Stella Zázvorková
0281486,Charles Fleischer
0381606,Howard Hesseman
0857275,Deborah Theaker
0330195,Michael Hitchcock
0932142,Scott Williamson
0482141,Don Lake
0000376,Fran Drescher
0001096,Timothy Dalton
0004356,Lisa Jakub
0058983,Jayce Bartok
0004803,Amie Carey
0619651,Ajay Naidu
0050737,Edoardo Ballerini
0870206,Tammy Townsend
0001612,Matthew Perry
0326988,Carlos Gómez
0587401,Tomas Milian
0005112,LL Cool J
0004916,Conchata Ferrell
0629653,Marisol Nichols
0741803,John Roselius
0258388,Louis Eppolito
0535509,Jenna Maetlind
0203508,Tommy Davidson
0905294,Amy Monique Waddell
0602027,Wiley Moore
0001002,Dean Cain
0925943,Mitchell Whitfield
0001851,JoBeth Williams
0403134,Sam Huntington
0890055,Indira Varma
0002004,Sarita Choudhury
0863130,Ramon Tikaram
0004334,Rekha
0001769,Howard Stern
0704472,Robin Quivers
0005203,Mary McCormack
0635806,Fred Norris
0316079,Paul Giamatti
0004808,Lisa Nicole Carson
0004740,Bill Bellamy
0784884,Rade Serbedzija
0631792,Valeriy Nikolaev
0329094,Henry Goodman
11361245,Jens Jørgen Fleischer
0647583,Agga Olsen
0276012,Patrick Field
0550624,Matthew Marsh
0204706,Hope Davis
0573715,Pat McNamara
0575198,Anne Meara
0005491,Maura Tierney
0178176,Justin Cooper
0359774,Anne Haney
0346027,Jackie Guerra
0005186,Constance Marie
0005224,Alex Meneses
0004982,Jasmine Guy
0004831,Natalie Cole
0670779,Ashley Peldon
0725864,Lindsay Ridgeway
0221754,Natalie Desselle Reid
0004752,Troy Byer
0206510,Matt Day
0245876,Matthew Dyktynski
0307681,Alice Garner
0640323,Frances O'Connor
0593664,Radha Mitchell
0799312,Jon Simanton
0230671,Kai Doi
0172333,Greg Collins
0000521,Sophie Marceau
0289038,James Fox
0005379,Dennis Rodman
0000620,Mickey Rourke
0511943,Natacha Lindinger
0000834,Kathy Baker
0662504,Molly Parker
0653660,Peter Outerbridge
0106319,Jay Brazeau
0605917,Natasha Morley
0610949,Jessie Winter Mudie
0173688,Andy Comeau
0001313,George Hamilton
0001007,Dyan Cannon
0172604,Pauline Collins
0000949,Cate Blanchett
0000383,Jennifer Ehle
0001435,Lisa Kudrow
0132610,Julia Campbell
0510900,Kevin Lin
0151815,Shih Chang
0453492,Jacqueline Kim
0746896,Richard Roxburgh
0001868,Michael York
0001822,Robert Wagner
0301370,M.C. Gainey
0005276,Jack Noseworthy
0904287,Aleksandra Vujcic
0190744,Marton Csokas
0573703,Madeline McNamara
0389324,Charlie Hofheimer
0079846,Nathan Bexton
0753737,Jérémie Renier
0332709,Olivier Gourmet
0653450,Assita Ouedraogo
1815245,Jean-Michel Balthazar
0091081,Frédéric Bodson
0945131,Kôji Yakusho
0476195,Tamiyo Kusakari
0847562,Naoto Takenaka
0913794,Eri Watanabe
0865806,Yû Tokui
0822972,Maureen Stapleton
0867017,Stephen Tompkinson
0397124,Arliss Howard
0858284,Victoire Thivisol
0771754,Delphine Schiltz
0146262,Matiaz Bureau Caton
0785680,Léopoldine Serre
0873005,Marie Trintignant
0021038,Scott Allen
0105280,Betsy Brantley
0114177,Marcus Lyle Brown
0159609,Joe Chrest
0178385,Silas Cooper
0934113,Scott Wilson
0380231,Blake Heron
0058783,Bonnie Bartlett
0942450,J. Madison Wright
0595631,D.W. Moffett
0550318,Kenneth Mars
0000234,Charlize Theron
0824763,Jessica Steen
0671721,Austin Pendleton
0001059,Robbie Coltrane
0254590,Peter Elliott
0932112,Mykelti Williamson
0157915,Nick Chinlund
0763632,Renoly Santiago
0943180,Vivian Wu
0645224,Yoshi Oida
0644523,Ken Ogata
0948876,Hideko Yoshida
0564947,Brian McCardie
0001689,Mercedes Ruehl
0291233,Mark Frankel
0225118,Luigi Diberti
0240474,Shay Duffin
0057363,Barbara Barrie
0058372,Roger Bart
0165401,Garance Clavel
0815668,Zinedine Soualem
0494161,Renée Le Calm
0701396,Olivier Py
1453895,Arapimou
0596968,Giorgia Moll
0000485,Fritz Lang
0005273,Alessandro Nivola
0553020,Rudolf Martin
0842587,Francie Swift
0005529,Lisa Vidal
0002038,Gloria DeHaven
0001701,Devon Sawa
0000282,Scott Bairstow
0792177,Jamey Sheridan
0352625,Jonathan Hadary
0643974,Deborah Odell
0086553,Geoffrey Blake
0001584,Miranda Otto
0295958,Rebecca Frith
0792964,George Shevtsov
8509076,John Alansu
0621024,Jessica Napier
0000922,Sandahl Bergman
0203234,Ben Davidson
0745780,Richard Roundtree
0925220,Michael Jai White
0932116,Nicol Williamson
0954225,Kevin Zegers
0538655,Wendy Makkena
0167850,Bill Cobbs
0160452,Eric Christmas
0001542,Jay Mohr
0001173,Aaron Eckhart
0250368,Stacy Edwards
0540164,Matt Malloy
3140171,Michael Martin
0714566,Mark Rector
0824117,Lynda Steadman
0125824,Kate Byers
0072949,Mark Benton
0785227,Andy Serkis
0185475,Cylk Cozart
0434676,Steve Kahan
0454701,Erik King
0000555,Judd Nelson
0005503,Susan Traylor
0902184,Erik von Detten
0957734,Adam Zolotin
0329422,Alexander Goodwin
0000181,Heather Locklear
0005264,Elise Neal
0001757,Kevin Sorbo
0001299,Thomas Ian Griffith
0110735,Roy Brocksmith
0746414,Kelly Rowan
0004286,Clifton Collins Jr.
0686470,Tony Plana
0724927,William Richert
0367696,Rodney Harvey
0779997,Nick Scotti
0057450,Anthony Barrile
0518511,Domenick Lombardozzi
0816669,Douglas Spain
0276691,Efrain Figueroa
0421541,Kandeyce Jorden
0892474,Martha Velez
0282875,Lysa Flores
0000633,Tom Selleck
1075976,Bart the Bear
0411903,Marcel Iures
0051282,Aleksandr Baluev
0575969,Rene Medvesek
0000342,James Cromwell
0000703,BD Wong
0219939,Danny Denzongpa
0564107,Alex McArthur
0780133,Angus Scrimm
0052880,Ari Barak
0571947,Jake McKinnon
0298727,Greg Funk
0000147,Colin Firth
0232194,Peter Donat
0402358,Brad Hunt
0001434,Kris Kristofferson
0072344,Abraham Benrubi
0752116,Richard Rutowski
0512631,Rosaleen Linehan
0274750,Claudia Ferri
0095053,Céline Bonnier
0005359,Patricia Richardson
0242226,Christine Dunford
0940052,Tom Wood
0004754,Jessica Biel
0128972,William Cain
0839486,Ethan Suplee
0608714,Scott Mosier
0004692,Mark Addy
0810890,Wim Snape
0401269,Steve Huison
0792029,Antony Sher
0878302,Dorothy Tutin
0631490,Bill Nighy
0658244,Geoffrey Palmer
0124930,Gerard Butler
0001349,Jennifer Love Hewitt
0001264,Sarah Michelle Gellar
0000202,Ryan Phillippe
0005327,Freddie Prinze Jr.
0412382,Judith Ivey
0005558,Harland Williams
0681782,James Pickens Jr.
0557219,Michael Massee
0001760,Tori Spelling
0393878,Dave Hoover
0579193,George Mendonça
0579088,Raymond A. Mendez
0112227,Rodney Brooks
0596776,Ralph Molina
0760050,Frank 'Pancho' Sampedro
0847888,Billy Talbot
0949918,Neil Young
0185731,Larry Cragg
0000683,Gore Vidal
0111632,Jayne Brook
0758485,Jason Salkey
0604822,Lara Morgan
0291630,Adam Franks
0324790,Joanna Going
0786639,Brendan Sexton III
0572490,Antoine McLean
0304577,Mtume Gant
0016243,Carlo Alban
0290897,David Roland Frank
0810619,Jurnee Smollett
0328709,Meagan Good
0005247,Debbi Morgan
0824317,Claudia Stedelin
5341652,Ian Nelson
0385805,Brent Hinkley
0324658,Walton Goggins
0000601,Harold Ramis
0001753,P.J. Soles
0638249,Emira Nusevic
0119169,Rico Bueno
0813977,Josef Sommer
0517021,Thomas Lockyer
0151463,Simon Chandler
0000680,Casper Van Dien
0000612,Denise Richards
0000439,Neil Patrick Harris
0157905,Kieu Chinh
0157796,Tsai Chin
0638395,France Nuyen
0523734,Lisa Lu
0005488,Scott 'Carrot Top' Thompson
0005489,Courtney Thorne-Smith
0000079,Raquel Welch
0164318,Mystro Clark
0877947,Zara Turner
0000650,Talisa Soto
0381524,Sandra Hess
0931211,Lynn 'Red' Williams
0001523,Natascha McElhone
0421105,Alex Jennings
0001648,Charlotte Rampling
0587060,Ben Miles
0000603,Vanessa Redgrave
0457655,Michael Kitchen
0184893,Alan Cox
0046002,Sarah Badel
0603402,Jeanne Moreau
0000179,Jude Law
0004735,James Van Der Beek
0661797,Kris Park
0542677,Byron Mann
0893204,Diane Venora
0000528,Mathilda May
0000279,Hank Azaria
0000695,Joanne Whalley
0934014,Richard Wilson
0235427,Gary Dourdan
0005023,Djimon Hounsou
0021112,Todd Allen
0046620,Paul Bagget
0064040,John Beasley
0106180,Mary Lynette Braxton
0148982,Valentina Cervi
0956956,Luca Zingaretti
0222922,Emmanuelle Devos
0001396,Mick Jagger
0654110,Clive Owen
0916348,Brian Webber
0182666,Nikolaj Coster-Waldau
0654351,Eamonn Owens
0332938,Peter Gowen
0102185,Alan Boyle
0298378,Andrew Fullerton
0745029,Stephanie Roth Haberle
0292498,Dan Frazer
0498976,Joel Leffert
0585906,John Mighton
0538259,Rachel Majorowski
0472762,Olek Krupa
0452748,Rya Kihlstedt
0262968,Lee Evans
0507852,Vicki Lewis
14434787,Paulette Patterson
0775524,Rasila Schroeder
0001287,Heather Graham
0338872,Michele Greene
0227831,Bruce Dinsmore
0455681,Kathleen Kinmont
0903985,Vlasta Vrana
0052113,Caerthan Banks
0001631,Sarah Polley
0564805,Tom McCamus
0741388,Gabrielle Rose
0419633,Ricky Jay
0931404,Olivia Williams
0424060,Scarlett Johansson
0000427,Pam Grier
0001233,Robert Forster
0862292,Tenzin Thuthob Tsarong
0856522,Gyurme Tethong
0855212,Tulku Jamyang Kunga Tenzin
0656676,Tenzin Yeshi Paichang
0350398,Tencho Gyalpo
0399663,David Huddleston
0001046,Julie Christie
0001809,Jay Underwood
0488477,Michèle Laroque
0238878,Georges Du Fresne
0361415,Daniel Hanssens
0001356,Hulk Hogan
0000756,Loni Anderson
0098758,Mathew Botuchis
0641553,Michael O'Laskey II
0779126,Esther Scott
0750468,Debra Jo Rupp
0639782,Richard O'Brien
0246585,Guillermo Diaz
0108028,Jim Breuer
0178357,Rowena Cooper
0153147,Scott Charles
0180960,Antonia Corrigan
0027228,Myles Anderson
0487743,Jane Lapotaire
0481709,Leon Lai
0718348,Michelle Reis
0947777,Charlie Yeung
0596297,Karen Mok
0868639,Fernanda Torres
0136690,Pedro Cardoso
0347300,Luiz Fernando Guimarães
0009334,Cláudia Abreu
0114256,Mel B
0001978,Emma Bunton
0004822,Melanie C
0001312,Geri Horner
0065751,Victoria Beckham
0001543,Gretchen Mol
0000782,Asia Argento
0001667,Jonathan Rhys Meyers
0908729,Julie T. Wallace
0001208,Miguel Ferrer
0258195,Julie Entwisle
0597517,Dan Monahan
0609040,Michael H. Moss
0071525,John Bennes
0205569,Tom Davis
0426211,Shann Johnson
0388744,Rolf Hoppe
0736263,Daniel Roebuck
0692305,Susie Porter
0806657,Dee Smart
0596170,Richard Moir
0517370,Fiona Loewi
0359430,Sheila Hancock
0014873,Harvey Atkin
1435207,Lhakpa Dorji
2668499,Dorje Sherpa
0896853,Ed Viesturs
2675800,Muktu Lhakpa Sherpa
0914786,Mark Watson
0797151,Nina Siemaszko
0217418,Jay Della
0188687,Gail Cronauer
0438838,Jena Karam
0000622,Theresa Russell
0005321,Monica Potter
0594951,Bobby Moat
0457229,Kayoko Kishimoto
0652592,Ren Ôsugi
0855398,Susumu Terajima
0913880,Tetsu Watanabe
0504412,Adrian Lester
0189200,Joseph Cross
0717562,Timothy Reifsnyder
0906031,Natasha Gregson Wagner
0202819,Angel David
0886479,Frederique Van Der Wal
0733812,Kali Rocha
0136760,Lena Cardwell
0452822,Natalie B. Kikkenborg
0513964,LisaRaye McCoy
0930454,Dick Anthony Williams
0253068,Judyann Elder
0933188,Chrystale Wilson
0321437,Adele Givens
0269479,Alan Fawcett
0923852,Jane Wheeler
0695497,Kyla Pratt
0723406,Diana Rice
0605080,Trevor Morgan
0601619,Michael Moore
1675647,Elaine Bly
1705223,Dan Burns
1669811,Chip Carter
0001051,Bill Clinton
0401201,Michael Hui
0524548,Emma Lucia
0000327,Lacey Chabert
0425270,Jack Johnson
0564277,Chi McBride
0225332,Kim Dickens
0682071,Rebecca Pidgeon
0293784,Richard L. Friedman
0001721,Chloë Sevigny
0726223,Richard Riehle
0910610,Lisa Waltz
0613837,Gheorghe Muresan
0138855,Zane Carney
0020931,Ray Allen
0206257,Rosario Dawson
0004991,Hill Harper
0000849,Javier Bardem
0626202,Francesca Neri
0704721,Liberto Rabal
0596807,Ángela Molina
0761103,José Sancho
0641939,Ryan O'Neal
0004911,Angela Featherstone
0931247,Mark Williams
0408309,Celia Imrie
0627657,Flora Newbigin
0001184,Jenna Elfman
0005169,Natasha Lyonne
0512015,Carl Michael Lindner
0001052,Kurt Cobain
4389718,Mari Earle
3196760,Tracy Marander
0636280,Richard Norton
0497901,Miki Lee
0572963,Karen McLymont
0280521,Gabrielle Fitzpatrick
0259831,Homayoun Ershadi
15318629,Abdolhosein Bagheri
0049086,Afshin Khorshid Bakhtiari
0602392,Safar Ali Moradi
0634800,Mir Hossein Noori
0213912,Jan Decleir
0404806,Fedja van Huêt
0776926,Betty Schuurman
0233288,Tamar van den Dop
0530564,Victor Löw
0410905,Takaaki Ishibashi
0196762,Jensen Daggett
0000775,Christina Applegate
0000984,Avery Brooks
0905357,Steven Waddington
0782648,Rapulana Seiphemo
0004906,Peter Facinelli
0589976,Eddie Mills
0424534,Ashley Johnson
0011478,Christopher Adamson
0055291,Tim Barlow
0061063,Timothy Bateson
0070621,Veronika Bendová
0083605,David Birkin
0005513,Alanna Ubach
0280250,Helen FitzGerald
0319698,Jessalyn Gilsig
0180639,Andrea Corr
0005550,Bryan White
0011129,Kimberly Deauna Adams
0034509,Vinny Argiro
0051257,Kirk Baltz
0052150,Ernie Lee Banks
0001497,Tobey Maguire
0324672,Michael Lee Gogin
0147738,Larry Cedar
0301959,Johnny Galecki
0215916,Barry Del Sherman
0864538,Robert Tittor
0558801,Maria Mathiesen
0030153,Sverre Anker Ousdal
0035277,Gisken Armand
0276534,Kristian Figenschow
0745408,Paolo Rotondo
0323163,Paul Glover
0333968,Chris Graham
0847715,Darien Takle
0387623,Rebecca Hobbs
0837064,David Suchet
0856500,Sylvie Testud
0872653,Tatjana Trieb
0780462,Howie Seago
0479608,Emmanuelle Laborit
0134388,Sibylle Canonica
0005283,Jacqueline Obradors
0001432,Charlie Korsmo
0024404,Lauren Ambrose
0542759,Gabriel Mann
0584553,Charis Michelsen
0243117,Anh Duong
0619870,Reza Naji
0268488,Amir Farrokh Hashemian
0781245,Bahare Seddiqi
0415412,Nafise Jafar-Mohammadi
0764710,Fereshte Sarabandi
0484678,Michael Landes
0001025,Seymour Cassel
0752876,Thomas Jay Ryan
0172082,James Urbaniak
0692216,Maria Porter
0756839,James Saito
0415070,Carlos Jacott
0791467,Freda Foh Shen
0004931,June Foray
0000096,Gillian Anderson
0627453,John Neville
0205657,William B. Davis
0567945,Peter McDonald
0126118,Antoine Byrne
0932837,David Wilmot
0568385,Michael McElhatton
0001115,Ossie Davis
0732740,Jim Robinson
0540478,Mike Malone
0294292,Donna Frenzel
0840816,Manny Suárez
0731499,Rachel Roberts
0337003,Vivean Gray
0607609,Helen Morse
0157467,Kirsty Child
0515764,Tony Llewellyn-Jones
0063440,Adam Beach
0010963,Evan Adams
0001987,Tantoo Cardinal
0001674,Chris Rock
0428201,Hatty Jones
0892992,Arturo Venegas
0189144,David Cross
0932971,Alexandra Wilson
0347797,Sean Gullette
0546797,Mark Margolis
0791570,Ben Shenkman
0366466,Pamela Hart
0669126,Stephen Pearlman
0917962,Liza Weil
0604541,Chad Morgan
0744073,Kathryn Rossetter
0726468,Marc Riffon
0906966,Gregory Walcott
0571958,Mona McKinnon
0601146,Duke Moore
0444740,Tom Keene
0030838,Carl Anthony
0454558,Charles King
0656105,Anita Page
0522281,Bessie Love
0437304,Eddie Kane
0065156,J. Emmett Beck
0938464,Louis Wolheim
0000817,Lew Ayres
0942046,John Wray
0524803,Arnold Lucy
0018273,Ben Alexander
0228715,Richard Dix
0852347,Estelle Taylor
0642042,Nance O'Neil
0171873,William Collier Jr.
0000858,John Barrymore
0000891,Wallace Beery
0001452,Charles Laughton
0867144,Franchot Tone
0612743,Herbert Mundin
0703600,Eddie Quillan
0707023,Luise Rainer
0108511,Fanny Brice
0612847,Paul Muni
0771584,Joseph Schildkraut
0390192,Gloria Holden
0187981,Donald Crisp
0041681,Mischa Auer
0002093,Greer Garson
0001078,Bing Crosby
0570451,Frank McHugh
0113769,James Brown
0856062,Phillip Terry
0196247,Howard Da Silva
0235835,Doris Dowling
0545298,Fredric March
0562920,Virginia Mayo
0002092,John Garfield
0720843,Anne Revere
0491406,John Laurie
0460874,Esmond Knight
0703033,Anthony Quayle
0532277,Niall MacGinnis
0002024,Broderick Crawford
0409869,John Ireland
0238445,Joanne Dru
0001135,John Derek
0564790,Mercedes McCambridge
0001050,Montgomery Clift
0377416,Pat Henning
0086198,Betsy Blair
0591034,Esther Minciotti
0162557,Augusta Ciolli
0544064,Joe Mantell
0000937,Richard Beymer
0848560,Russ Tamblyn
0001549,Rita Moreno
0001995,George Chakiris
0222627,George Devine
0447499,Rachel Kempson
0045967,Angela Baddeley
0715010,Joyce Redman
0532290,Jack MacGowran
0384908,Wendy Hiller
0571674,Leo McKern
0309588,Larry Gates
0600531,Ron Moody
0908861,Shani Wallis
0781183,Harry Secombe
0504492,Mark Lester
0587249,Sylvia Miles
